date,open,high,low,close,volume
2015/10/20,31877,32204,31712,32204,8418.66
2015/10/21,32204,32757,31925,32180,7570.3
2015/10/22,32180,33215,32084,32997,5433.08
2015/10/23,32997,33693,32958,33423,7488.26
2015/10/24,33423,34183,33423,34157,4770.37
2015/10/25,34157,35811,33970,35811,7104.86
2015/10/26,35811,35849,34071,34555,11308.6
2015/10/27,34555,35685,34555,35552,9836.79
2015/10/28,35552,36949,35426,36949,9687.07
2015/10/29,36949,37919,36089,37862,15026.15
2015/10/30,37862,40323,37541,39031,26980.88
2015/10/31,39031,40370,38860,39248,10633.45
2015/11/01,39248,39287,37385,38261,11309.89
2015/11/02,38261,40911,37772,40556,12682.43
2015/11/03,40556,47593,40556,47532,18807.53
2015/11/04,47532,62094,47154,61768,26173.63
2015/11/05,61035,61387,46994,49023,17331.93
2015/11/06,49023,50700,44543,46834,12810.12
2015/11/07,46834,49143,45724,48475,11937.72
2015/11/08,48475,48870,47531,48157,12176.24
2015/11/09,48157,48584,45723,47998,11765.59
2015/11/10,47998,48209,44546,44546,12669.55
2015/11/11,44546,44957,37558,39351,19210.69
2015/11/12,39351,43493,38095,40927,17272.97
2015/11/13,41767,42605,40669,41426,14063.96
2015/11/14,41426,42172,40985,40985,9486.92
2015/11/15,40985,41855,39317,40004,9235.16
2015/11/16,40004,40407,39463,39995,10588.59
2015/11/17,39995,42139,39927,41309,13869.12
2015/11/18,41309,41702,40968,41460,8900.4
2015/11/19,41460,41729,40355,40564,10012.87
2015/11/20,40564,40610,38896,40061,14359.26
2015/11/21,40061,40784,39761,40421,8334.12
2015/11/22,40421,40714,39916,40107,6908.79
2015/11/23,40107,40450,39985,40407,6132.75
2015/11/24,40407,40407,39310,39644,10405.9
2015/11/25,39644,40283,38965,39982,9858.61
2015/11/26,39982,44903,39981,43160,20109.75
2015/11/27,43160,44733,42161,43543,13853.41
2015/11/28,43543,44503,43364,43542,10118.64
2015/11/29,43542,44796,43487,44504,6901.94
2015/11/30,44504,47205,44391,46103,14343.15
2015/12/01,46103,46831,43828,44891,13118.53
2015/12/02,44891,44891,42936,44228,13936.34
2015/12/03,44228,45574,44037,44599,16806.74
2015/12/04,44599,44728,43609,44728,10721.1
2015/12/05,44728,47223,44491,46563,11901.26
2015/12/06,46563,49878,46492,48340,16790.17
2015/12/07,48340,49595,47668,48827,17401.69
2015/12/08,48827,49148,48252,48543,12277.04
2015/12/09,48543,51998,48497,51630,15392.92
2015/12/10,51630,51630,50096,50896,13949.59
2015/12/11,50896,53248,50378,52635,18255.6
2015/12/12,52635,57364,50049,51550,27064.64
2015/12/13,51550,53393,51224,53393,12767.53
2015/12/14,53393,54261,52189,54031,15529.2
2015/12/15,54031,55555,53617,55548,16516.02
2015/12/16,55548,56693,54185,55719,20363.09
2015/12/17,55719,56137,55214,55971,10104.09
2015/12/18,55971,56867,55598,56118,15912.66
2015/12/19,56118,56575,55973,56305,9539.99
2015/12/20,56305,56305,54789,54789,11945.27
2015/12/21,54789,55019,51687,52908,21110.83
2015/12/22,52908,53714,52490,52866,13737.38
2015/12/23,52866,53629,52768,53322,10075.9
2015/12/24,53322,55284,53049,54897,14229.91
2015/12/25,54897,55246,54370,54580,13900.91
2015/12/26,54580,55132,50183,51139,26843.75
2015/12/27,51139,51139,48958,50414,31828.18
2015/12/28,50414,51871,50082,51380,21339.82
2015/12/29,51380,51386,50605,50941,11778.84
2015/12/30,50941,52324,50941,51192,14988.76
2015/12/31,51192,51564,50255,50981,12488.3
2016/01/01,50981,52528,50903,51890,13871.33
2016/01/02,51890,52522,51890,52059,11783.88
2016/01/03,52059,52388,51406,51406,11554.77
2016/01/04,51406,51822,51011,51632,14504.7
2016/01/05,51632,51998,51222,51580,12355.64
2016/01/06,51580,51710,50783,51167,13247.81
2016/01/07,51167,53481,51007,53362,18017.36
2016/01/08,53362,54665,53362,54025,13770.61
2016/01/09,54025,55886,52676,52676,11640.13
2016/01/10,52676,53223,51895,52047,10358.74
2016/01/11,52047,52989,52047,52638,16893.39
2016/01/12,52638,53024,52510,52597,15901.59
2016/01/13,52597,52772,50151,50810,16897.54
2016/01/14,50810,51216,50697,51178,12685.63
2016/01/15,51178,51422,45624,46153,29837.73
2016/01/16,46153,46721,41852,43436,25940.29
2016/01/17,43436,46311,43002,45348,20316.8
2016/01/18,45348,45825,44548,45693,16130.02
2016/01/19,45693,46056,45348,45933,12771.22
2016/01/20,45933,48196,44848,47927,22037.06
2016/01/21,47927,49833,47736,48958,17949.97
2016/01/22,48958,48958,46202,46726,16892.01
2016/01/23,46726,46940,44613,45766,14960.32
2016/01/24,45766,47903,45606,47903,8436.7
2016/01/25,47903,48299,47156,47393,12758.54
2016/01/26,47393,47418,46115,46600,13316.5
2016/01/27,46600,47164,46320,46783,11625.11
2016/01/28,46783,46940,45020,45580,16449.01
2016/01/29,45580,46835,43902,46213,18249.31
2016/01/30,46213,46550,45440,46312,9610.72
2016/01/31,46312,46472,45856,46119,9380.21
2016/02/01,46119,46183,44683,45586,13994.75
2016/02/02,45586,45586,45046,45428,12595.07
2016/02/03,45428,45620,44783,44887,11786.99
2016/02/04,44887,45938,44066,45688,16561.28
2016/02/05,45688,46375,45395,45749,11947.34
2016/02/06,45749,45883,43948,44320,14400.17
2016/02/07,44320,45043,44105,44734,7341.43
2016/02/08,44734,44899,44157,44560,11446.17
2016/02/09,44560,44560,43393,44090,14429.2
2016/02/10,44090,44959,43740,44946,14486.65
2016/02/11,44946,44946,43191,43448,11441.5
2016/02/12,43448,43986,42818,43908,12762.93
2016/02/13,43908,44976,43841,44462,9039.87
2016/02/14,44462,45748,44458,45647,18260.13
2016/02/15,45647,46629,45524,46172,16462.16
2016/02/16,46172,46593,45480,46593,15071.83
2016/02/17,46593,48298,46426,48134,17070.24
2016/02/18,48134,49137,47843,48556,22954.51
2016/02/19,48556,48611,47737,48256,16930.7
2016/02/20,48256,49252,47813,48965,18834.94
2016/02/21,48965,51124,48734,49107,35196.5
2016/02/22,49107,50324,49010,50223,25930.06
2016/02/23,50223,50334,48005,48347,29186.88
2016/02/24,48347,48356,44674,47731,30174.14
2016/02/25,47731,48328,47489,48177,21687.77
2016/02/26,48177,48877,47838,48793,19797.55
2016/02/27,48793,50162,48777,49734,18898.66
2016/02/28,49734,50131,48670,50041,18917.4
2016/02/29,50041,50386,49488,50073,23851.24
2016/03/01,50073,50163,49045,49602,23439.45
2016/03/02,49602,49977,49303,49426,29079.24
2016/03/03,49426,49528,48098,48742,29658.13
2016/03/04,48742,48914,48208,48308,29368.18
2016/03/05,48308,48540,45683,45790,39817.08
2016/03/06,45790,46946,45193,46852,32106.59
2016/03/07,46852,47512,46601,47127,28129.45
2016/03/08,47127,47688,46868,47042,33774.18
2016/03/09,47042,47207,46727,47054,34997.62
2016/03/10,47054,47725,47054,47632,29764.81
2016/03/11,47632,48597,47442,48226,24842.05
2016/03/12,48226,48404,47083,47357,20773.72
2016/03/13,47357,47700,46747,47372,16260.62
2016/03/14,47372,47895,47275,47618,23041.93
2016/03/15,47618,48018,47403,47464,20035.44
2016/03/16,47464,47956,47439,47866,20544.18
2016/03/17,47866,47930,47394,47589,21209.94
2016/03/18,47589,47594,46377,46377,26221.49
2016/03/19,46377,46498,45703,46112,27429.99
2016/03/20,46112,46672,45919,46665,23710.71
2016/03/21,46665,46830,46092,46438,19308.41
2016/03/22,46438,47206,46438,46916,21581.95
2016/03/23,46916,47545,46916,47515,20045.19
2016/03/24,47515,47719,47412,47560,24026.44
2016/03/25,47560,47872,47414,47854,15513.67
2016/03/26,47854,47974,47623,47714,11110.99
2016/03/27,47714,47987,47664,47890,14091.9
2016/03/28,47890,49243,47890,48881,29756.53
2016/03/29,48881,49218,47351,48120,24240.69
2016/03/30,48120,48120,47044,47520,27506.64
2016/03/31,47520,47968,47184,47399,26877.92
2016/04/01,47399,47578,47296,47542,19066.56
2016/04/02,47542,48065,47376,47788,32871.7
2016/04/03,47788,47816,47589,47776,37216.38
2016/04/04,47776,47823,47359,47405,35228.43
2016/04/05,47405,47551,47109,47541,39868.49
2016/04/06,47541,47606,47242,47267,54950.74
2016/04/07,47267,47274,46495,46620,62057.92
2016/04/08,46620,47005,46463,46695,42905.38
2016/04/09,46695,46741,45506,46015,23699.88
2016/04/10,46015,46312,45947,46208,16712.95
2016/04/11,46208,46392,45898,46098,32643.93
2016/04/12,46098,46674,45891,46500,29527.04
2016/04/13,46500,46676,46258,46584,25350.41
2016/04/14,46584,46673,46404,46433,24400.75
2016/04/15,46433,46980,46433,46970,24247.94
2016/04/16,46970,47269,46793,47071,29100.21
2016/04/17,47071,47111,46586,46720,23040.51
2016/04/18,46720,46767,46422,46692,26005.35
2016/04/19,46692,46904,46579,46870,25041.29
2016/04/20,46870,47864,46806,47826,30489.04
2016/04/21,47826,48970,47826,48579,36744.71
2016/04/22,48579,49602,48559,49602,37019.97
2016/04/23,49602,50113,49542,50075,34303.64
2016/04/24,50075,51108,49823,50313,33222.19
2016/04/25,50313,51599,50303,51070,51952.76
2016/04/26,51070,51855,50999,51530,40897.72
2016/04/27,51530,52148,50185,50892,54184.55
2016/04/28,50892,50993,48212,48904,64015.99
2016/04/29,48904,49283,48484,48706,25231.78
2016/04/30,48706,49176,48541,48758,34978.95
2016/05/01,48758,48772,47790,48436,62619.42
2016/05/02,48436,48551,47126,47447,64712.82
2016/05/03,47447,47912,47288,47815,64497.65
2016/05/04,47815,48631,47740,48224,50669.13
2016/05/05,48224,48480,48034,48270,43826.01
2016/05/06,48270,48588,48127,48390,33234.15
2016/05/07,48390,49518,48363,49237,58143.53
2016/05/08,49237,49486,48917,49099,36600.17
2016/05/09,49099,49931,49099,49804,32634.85
2016/05/10,49804,50200,48981,49299,40513.49
2016/05/11,49299,49519,49024,49282,39293.57
2016/05/12,49282,49480,48894,49480,38457.49
2016/05/13,49480,49783,49150,49692,41918.79
2016/05/14,49692,49944,49529,49662,34926.96
2016/05/15,49662,49774,49549,49663,30888.92
2016/05/16,49663,49900,49636,49736,26562.77
2016/05/17,49736,49894,49192,49534,18591.96
2016/05/18,49534,49695,49324,49677,35974.28
2016/05/19,49677,49857,49091,49402,49315.57
2016/05/20,49402,49402,48008,48932,41993.41
2016/05/21,48932,48986,48547,48730,34611.62
2016/05/22,48730,48808,48602,48602,32277.3
2016/05/23,48602,48766,48240,48549,29392.81
2016/05/24,48549,49177,48542,49167,31718.6
2016/05/25,49167,49757,49082,49420,37451.93
2016/05/26,49420,50085,49211,49848,42370.83
2016/05/27,49848,52853,49765,52295,71602
2016/05/28,52295,56041,51919,55043,79560.89
2016/05/29,55043,59792,55043,59284,85997.97
2016/05/30,59284,61892,57238,60288,84704.11
2016/05/31,60288,61133,59456,59801,62881.87
2016/06/01,59801,59934,57996,59529,59099
2016/06/02,59529,59920,58640,58720,43735.09
2016/06/03,58720,60868,58614,60618,42232.11
2016/06/04,60618,63128,60507,61488,60462.68
2016/06/05,61488,62451,60355,61452,46577.11
2016/06/06,61452,62981,60894,62782,47544.76
2016/06/07,62782,63750,61997,62282,50358.52
2016/06/08,62282,62559,61327,61948,51823.73
2016/06/09,61948,62740,61278,61786,48547.41
2016/06/10,61786,62442,61670,61862,46323.78
2016/06/11,61862,62850,61842,62640,51600.16
2016/06/12,62640,70039,62567,69464,111646.03
2016/06/13,69464,76696,68790,76597,101907.4
2016/06/14,76597,76597,73227,73361,70815.96
2016/06/15,73361,74672,71804,73650,61928.99
2016/06/16,73650,79259,73385,78069,84946.05
2016/06/17,78069,82544,76949,78888,100988.76
2016/06/18,78888,80632,77931,80112,49751.6
2016/06/19,80112,82293,78811,80677,55884.01
2016/06/20,80677,81143,78465,78465,52878.37
2016/06/21,78465,79132,67048,69042,96363.48
2016/06/22,69042,71196,65554,69994,82212.11
2016/06/23,69994,70247,57801,60742,137096.85
2016/06/24,60742,70251,59573,68584,117091.51
2016/06/25,68584,71817,67074,70291,54344.97
2016/06/26,70291,70648,63362,64544,71538.4
2016/06/27,64544,66652,63011,64472,69980.44
2016/06/28,64472,67890,64052,65730,66045.46
2016/06/29,65730,67459,64639,65618,59925.81
2016/06/30,65618,69483,65549,68982,53002.68
2016/07/01,68982,71417,68913,69715,59883.07
2016/07/02,69715,72463,69435,71770,58040.55
2016/07/03,71770,73170,68405,68405,65239.81
2016/07/04,68405,70513,66850,70235,83455.34
2016/07/05,70235,70863,67940,67940,73571.8
2016/07/06,67940,69414,67808,68355,74600.83
2016/07/07,68355,69323,64484,65050,141705.88
2016/07/08,65050,66014,62033,65882,142447.5
2016/07/09,65882,67407,65096,66794,159353.63
2016/07/10,66794,66884,63740,64742,173053.37
2016/07/11,64742,66551,64654,66255,118213.53
2016/07/12,66255,68188,66063,68188,94409.86
2016/07/13,68188,70636,68188,68874,135925.14
2016/07/14,68874,69911,67921,69741,95458.56
2016/07/15,69741,70539,69231,69970,77724.31
2016/07/16,69970,70226,69229,69563,60355.74
2016/07/17,69563,70367,69485,70156,58739.78
2016/07/18,70156,72109,70137,71989,85753.43
2016/07/19,71989,72337,70692,71344,80546.91
2016/07/20,71344,71698,70774,71394,74747.24
2016/07/21,71394,71394,70168,70831,92979.63
2016/07/22,70831,70844,69139,69412,76170.5
2016/07/23,69412,69915,68483,69479,76269.24
2016/07/24,69479,70135,69191,70135,57567.03
2016/07/25,70135,70531,69263,69506,58948.06
2016/07/26,69506,69791,67968,68658,54076.86
2016/07/27,68658,69283,68443,69246,51508.35
2016/07/28,69246,69706,68896,69186,47569.29
2016/07/29,69186,69186,67949,67949,55451.27
2016/07/30,67949,68011,67325,67456,36970.86
2016/07/31,67456,67581,64545,64826,61860.5
2016/08/01,64826,65072,63390,63986,70083.42
2016/08/02,63986,64046,61169,61296,94399.47
2016/08/03,61296,61335,49662,55633,126250.5
2016/08/04,55633,59462,55535,58469,68460.13
2016/08/05,58469,58574,57585,58527,43548.37
2016/08/06,58527,58738,57933,58168,37748
2016/08/07,58168,61318,58139,61318,37627.3
2016/08/08,61318,61645,60033,61006,49682.71
2016/08/09,61006,61304,60104,60888,57355.14
2016/08/10,60888,61461,60256,61421,46668.94
2016/08/11,61421,61421,60500,60548,41159.93
2016/08/12,60548,60753,59923,60078,45461.47
2016/08/13,60078,60370,59812,60062,38312.63
2016/08/14,60062,60141,58391,58812,54862.96
2016/08/15,58812,58834,57808,57808,45602.66
2016/08/16,57808,58303,53013,57821,53727.04
2016/08/17,57821,58799,57821,58049,40171.33
2016/08/18,58049,58446,57749,58293,39737.32
2016/08/19,58293,58622,57748,58089,39782.36
2016/08/20,58089,58612,57887,58270,31928.48
2016/08/21,58270,58623,58164,58440,30454.29
2016/08/22,58440,58938,58335,58847,31615.37
2016/08/23,58847,59409,58567,58690,50797.1
2016/08/24,58690,58750,58196,58331,40249.05
2016/08/25,58331,58386,57708,57923,40609.96
2016/08/26,57923,58521,57854,58447,37330.41
2016/08/27,58447,58764,58141,58141,32750.77
2016/08/28,58141,58387,57738,58162,38907.18
2016/08/29,58162,58778,58115,58534,37541.7
2016/08/30,58534,59158,58258,59057,40973.76
2016/08/31,59057,59647,58993,59084,43810.43
2016/09/01,59084,59412,59069,59234,34271.87
2016/09/02,59234,59502,59059,59476,36534.82
2016/09/03,59476,59727,59382,59679,33260.45
2016/09/04,59679,63051,59533,62685,46157.45
2016/09/05,62685,63103,62449,62843,52670.63
2016/09/06,62843,63347,62619,62953,47686.36
2016/09/07,62953,62953,62145,62549,49781.65
2016/09/08,62549,63962,62510,63693,48419.47
2016/09/09,63693,64056,63427,64056,52486.68
2016/09/10,64056,64425,63874,64213,44624.92
2016/09/11,64213,64496,64149,64235,51254.78
2016/09/12,64235,64658,61491,61888,57793.41
2016/09/13,61888,62551,61888,62439,42065.04
2016/09/14,62439,62940,62289,62887,42316.96
2016/09/15,62887,62895,62559,62686,38506.61
2016/09/16,62686,62686,62388,62564,36011.62
2016/09/17,62564,62607,62327,62327,29301.31
2016/09/18,62327,62790,62143,62606,29147.04
2016/09/19,62606,62903,62170,62170,38258.76
2016/09/20,62170,62291,61868,61949,37803.25
2016/09/21,61949,62043,60129,60197,53374.92
2016/09/22,60197,60605,60130,60475,40079.17
2016/09/23,60475,60918,60152,60866,45020.98
2016/09/24,60866,61396,60866,61064,38619.86
2016/09/25,61064,61221,60643,60730,38933.68
2016/09/26,60730,61370,60570,61210,56908.63
2016/09/27,61210,61329,61032,61113,49831.01
2016/09/28,61113,61516,60919,61183,49854.61
2016/09/29,61183,61501,60964,61424,44723.6
2016/09/30,61424,61462,61152,61340,38298.83
2016/10/01,61340,62372,61340,62372,36008.55
2016/10/02,62372,62459,61818,61862,33657.94
2016/10/03,61862,62274,61699,62256,41187.23
2016/10/04,62256,62701,62131,62701,42156.93
2016/10/05,62701,63474,62670,63429,49353.76
2016/10/06,63429,63893,63298,63878,54735.14
2016/10/07,63878,64284,63411,64078,60352.57
2016/10/08,64078,64169,63707,63707,40597.11
2016/10/09,63707,63959,63481,63558,40006.23
2016/10/10,63558,63902,63206,63710,52023.63
2016/10/11,63710,65956,63496,65804,68488.78
2016/10/12,65804,66674,65613,66674,67002.68
2016/10/13,66674,66782,66240,66293,56136.67
2016/10/14,66293,67011,66026,66656,67001.86
2016/10/15,66656,67137,66624,67095,56309.56
2016/10/16,67095,67211,66395,66826,55145.81
2016/10/17,66826,67160,66796,67009,55762.3
2016/10/18,67009,67063,66812,66991,50138.75
2016/10/19,66991,66991,65521,65531,64378.03
2016/10/20,65531,65893,65288,65669,56553.66
2016/10/21,65669,66213,65532,66174,40045.36
2016/10/22,66174,67160,66120,67160,33631.25
2016/10/23,67160,69631,67160,68461,57074.78
2016/10/24,68461,68937,68128,68853,68704.7
2016/10/25,68853,69456,68479,69456,56894.84
2016/10/26,69456,70453,68891,70216,112107.3
2016/10/27,70216,72710,70216,72381,80096.59
2016/10/28,72381,73506,72277,73277,59743.45
2016/10/29,73277,75798,73267,75798,70371.07
2016/10/30,75798,77250,73573,75039,92174.74
2016/10/31,75039,75735,72780,75279,87007.66
2016/11/01,75279,77947,74589,77415,96355.16
2016/11/02,77415,77560,75777,75892,72336.78
2016/11/03,75892,78199,75752,76302,86006.39
2016/11/04,76302,76346,69624,72879,95049.47
2016/11/05,72879,73566,71552,72777,66157.87
2016/11/06,72777,74473,72660,72660,64330.65
2016/11/07,72660,74777,72332,73622,65384.04
2016/11/08,73622,75171,73549,74868,63819.54
2016/11/09,74868,76866,73890,76050,93119.95
2016/11/10,76050,77281,76043,76413,65640.84
2016/11/11,76413,77103,76363,77048,56467.53
2016/11/12,77048,77239,75855,76170,58328.73
2016/11/13,76170,76263,73455,73860,80452.88
2016/11/14,73860,76713,73782,76354,66010.53
2016/11/15,76354,77246,76116,77078,72052.5
2016/11/16,77078,81156,77057,79616,79109.79
2016/11/17,79616,82923,79369,82258,91992.07
2016/11/18,82258,83038,81622,82728,65313.25
2016/11/19,82728,84853,82264,83935,62740.2
2016/11/20,83935,84484,81206,81206,62942.71
2016/11/21,81206,82639,79211,82407,100683.95
2016/11/22,82407,84534,82346,84425,72106.73
2016/11/23,84425,84966,82898,83727,86865.87
2016/11/24,83727,85058,83439,84389,89994.82
2016/11/25,84389,85002,83629,84518,47362.64
2016/11/26,84518,85099,83901,84013,34416.88
2016/11/27,84013,84814,83825,84529,43316.6
2016/11/28,84529,84720,83957,84276,48089.74
2016/11/29,84276,84948,84206,84729,45830.98
2016/11/30,84729,86662,84502,86040,64817.41
2016/12/01,86040,87676,86040,87379,60175.37
2016/12/02,87379,91968,87356,90518,87770.41
2016/12/03,90518,91657,89801,90742,75194.96
2016/12/04,90742,90845,89950,90338,60082.62
2016/12/05,90338,91562,89812,90564,75844.13
2016/12/06,90564,90991,90323,90584,58176.34
2016/12/07,90584,90707,89163,89213,86788.53
2016/12/08,89213,89742,88846,89152,74710.64
2016/12/09,89152,89663,89057,89524,62976.15
2016/12/10,89524,90041,89338,89894,60181.64
2016/12/11,89894,90016,89197,89288,47249.82
2016/12/12,89288,90968,89187,90663,51919.91
2016/12/13,90663,91843,90199,90756,53417.92
2016/12/14,90756,91739,90460,90544,56915.84
2016/12/15,90544,92378,90014,92274,43960.76
2016/12/16,92274,93475,92169,93150,39954.28
2016/12/17,93150,93910,93001,93672,42272.59
2016/12/18,93672,93764,93356,93394,31274.81
2016/12/19,93394,94007,93265,93831,41359.36
2016/12/20,93831,95048,93667,94854,50495.64
2016/12/21,94854,97843,94812,97843,56113.49
2016/12/22,97843,107779,97843,104458,115313.33
2016/12/23,104458,109683,103819,108592,92422.98
2016/12/24,108592,109740,105997,106549,77469.54
2016/12/25,106549,108082,102493,103398,81108.89
2016/12/26,103398,108506,103316,107282,110000.56
2016/12/27,107282,111882,106575,111091,97793.05
2016/12/28,111091,115618,110490,115583,99438.9
2016/12/29,115583,117674,113808,114846,115849.98
2016/12/30,114846,115921,109260,112682,123401.38
2016/12/31,112682,114740,112452,113675,95005.26
2017/01/01,113675,116396,113675,116396,69514.47
2017/01/02,116396,121427,116187,120909,68120.87
2017/01/03,120909,121954,119605,121097,114628.7
2017/01/04,121097,132010,120952,130959,146201.87
2017/01/05,130959,146025,104107,110986,272713
2017/01/06,110986,125265,100696,106707,201793
2017/01/07,106707,109930,98087,105233,157359.84
2017/01/08,105233,112125,104340,108391,100709.23
2017/01/09,108391,108391,103487,105319,112539.16
2017/01/10,105319,107512,103657,106246,99924.55
2017/01/11,106246,108749,94411,96123,141959.44
2017/01/12,96123,96123,86355,89211,164632.17
2017/01/13,89211,95197,89211,93199,147960.61
2017/01/14,93199,96337,93199,94588,112503.91
2017/01/15,94588,95617,92658,93533,85372.31
2017/01/16,93533,96392,93017,95536,63731.75
2017/01/17,95536,104021,95332,101167,96863.52
2017/01/18,101167,104873,96883,98345,100544.94
2017/01/19,98345,103121,98336,101973,76167.65
2017/01/20,101973,103259,101766,102778,52169.2
2017/01/21,102778,106096,102647,105871,48025.43
2017/01/22,105871,108333,102963,104619,58618.65
2017/01/23,104619,106755,104541,105816,52522.21
2017/01/24,105816,105948,101096,103525,68834.94
2017/01/25,103525,104245,101418,101878,52977.12
2017/01/26,101878,104570,101580,104225,40652.97
2017/01/27,104225,106208,104225,105771,47149.54
2017/01/28,105771,106351,105602,106026,24799.69
2017/01/29,106026,106439,105890,105995,21457.67
2017/01/30,105995,106214,105629,105936,31876.81
2017/01/31,105936,109323,105507,107537,57988.85
2017/02/01,107537,112799,107422,111202,79631.94
2017/02/02,111202,113830,111202,113553,59049.4
2017/02/03,113553,119530,113546,116741,102773.9
2017/02/04,116741,117705,115202,116536,54583.78
2017/02/05,116536,117933,116496,116887,45287.55
2017/02/06,116887,117754,115929,117441,52878.75
2017/02/07,117441,119730,117210,119589,58797.14
2017/02/08,119589,123353,118623,120679,93030.84
2017/02/09,120679,123346,106300,111311,136873.49
2017/02/10,111311,115679,107572,110581,117322.89
2017/02/11,110581,114962,110496,114730,70103.92
2017/02/12,114730,115147,114123,114131,43125.3
2017/02/13,114131,117078,113466,115266,68112.38
2017/02/14,115266,117398,115167,116770,66226.83
2017/02/15,116770,117477,116248,117404,57310.93
2017/02/16,117404,118724,117396,118715,45846.32
2017/02/17,118715,121776,118715,121461,78790.76
2017/02/18,121461,122057,120781,121681,52920.33
2017/02/19,121681,121825,120668,121113,39999.03
2017/02/20,121113,121882,120522,121672,46219.15
2017/02/21,121672,127844,121517,127088,93169.92
2017/02/22,127088,131109,126503,129706,91698.17
2017/02/23,129706,132058,129688,132023,72371.51
2017/02/24,132023,138910,130020,137015,151606.5
2017/02/25,137015,137440,133720,134224,64266.25
2017/02/26,134224,134883,127335,134131,93695.82
2017/02/27,134131,136306,133447,134571,71408.42
2017/02/28,134571,139452,134319,137122,96945.27
2017/03/01,137122,141556,137122,141556,64259.09
2017/03/02,141556,145073,141311,145073,76647.21
2017/03/03,145073,150024,145073,149553,116143.24
2017/03/04,149553,149752,147449,148076,55281.56
2017/03/05,148076,148368,143845,146965,70549.63
2017/03/06,146965,148872,146965,148549,41194.41
2017/03/07,148549,148562,143610,145011,79317.26
2017/03/08,145011,146113,134438,140097,159594.82
2017/03/09,140097,140273,134834,137778,114837.67
2017/03/10,137778,147508,137325,145790,110505.30
2017/03/11,145790,147083,129488,139164,124778.09
2017/03/12,139164,140819,137762,140325,42228.39
2017/03/13,140325,145536,140325,144376,70608.63
2017/03/14,144376,145535,143632,145258,57543.06
2017/03/15,145258,145603,144539,145282,41658.75
2017/03/16,145282,145322,140109,141054,74814.42
2017/03/17,141054,141054,129450,134396,149593.54
2017/03/18,134396,134396,115437,115719,114279.82
2017/03/19,115719,117635,105932,115570,140576.49
2017/03/20,115570,125785,115525,120665,84763.57
2017/03/21,120665,126305,120308,125417,72418.94
2017/03/22,125417,126956,114419,115594,98896.83
2017/03/23,115594,119423,112790,117474,87688.12
2017/03/24,117474,117625,107630,109998,84772.14
2017/03/25,109998,110777,98873,104962,114252.94
2017/03/26,104962,110877,103341,109228,91393.20
2017/03/27,109228,114639,106774,113817,86351.59
2017/03/28,113817,119318,112984,118098,74402.85
2017/03/29,118098,118628,113590,117115,83839.40
2017/03/30,117115,117543,114981,115540,53861.08
2017/03/31,115540,119037,115001,118721,53298.39
2017/04/01,118721,123501,118721,121628,54069.70
2017/04/02,121628,123023,120542,122005,36380.36
2017/04/03,122005,128219,121987,127262,64399.65
2017/04/04,127262,128698,125901,125901,60474.18
2017/04/05,125901,128622,125901,127561,45048.63
2017/04/06,127561,131907,126881,130854,48107.23
2017/04/07,130854,134374,130334,133465,49423.46
2017/04/08,133465,134679,133016,134086,27657.89
2017/04/09,134086,134086,132189,133134,28902.42
2017/04/10,133134,135815,133134,135582,37494.82
2017/04/11,135582,135582,134584,134835,36853.42
2017/04/12,134835,135781,134835,135217,35126.26
2017/04/13,135217,135266,129085,129401,61234.28
2017/04/14,129401,132393,127682,131031,46626.01
2017/04/15,131031,132693,131031,132625,25983.03
2017/04/16,132625,133043,131141,131827,34637.43
2017/04/17,131827,132235,131420,132104,30763.32
2017/04/18,132104,133965,132104,133472,42163.46
2017/04/19,133472,133601,132554,133304,31229.33
2017/04/20,133304,134929,133224,134644,32170.02
2017/04/21,134644,138723,134644,138042,40706.78
2017/04/22,138042,138137,134706,136285,30754.57
2017/04/23,136285,137994,136239,136993,27410.39
2017/04/24,136993,138773,136866,138290,33579.95
2017/04/25,138290,140376,138123,140094,34261.80
2017/04/26,140094,144061,140077,144061,41717.77
2017/04/27,144061,147865,143238,147437,45666.76
2017/04/28,147437,149579,144738,147981,54393.20
2017/04/29,147981,149225,146026,147776,29253.02
2017/04/30,147776,148451,147431,148451,20597.58
2017/05/01,148451,159510,148189,156823,54106.73
2017/05/02,156823,168108,156786,166257,86431.41
2017/05/03,166257,169452,162054,166211,48456.28
2017/05/04,166211,179601,165581,178680,53506.71
2017/05/05,178680,184899,163055,177873,88151.47
2017/05/06,177873,178090,172254,176523,39463.05
2017/05/07,176523,178529,173435,176434,29312.56
2017/05/08,176434,198445,176434,193143,67204.74
2017/05/09,193143,212071,192742,208551,65679.02
2017/05/10,208551,216389,205592,215838,53056.99
2017/05/11,215838,216820,210038,214863,46760.04
2017/05/12,214863,217249,209488,210802,44125.92
2017/05/13,210802,211838,186698,200260,72868.66
2017/05/14,200260,212966,199365,209888,28527.94
2017/05/15,209888,211612,204680,205472,36929.18
2017/05/16,205472,208663,203085,207447,41210.04
2017/05/17,207447,221308,206543,221056,45766.24
2017/05/18,221056,221056,210976,219800,50988.49
2017/05/19,219800,233518,218105,233146,53728.06
2017/05/20,233146,239513,227979,238681,34969.37
2017/05/21,238681,289074,238013,251477,67324.48
2017/05/22,251477,283839,251477,283761,54788.80
2017/05/23,283761,299089,273575,298646,48158.95
2017/05/24,298646,302084,287431,298480,47426.93
